ID,Age,Gender,Education,Country,Ethnicity,Income (USD),Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Consumo_alto,Consumo_total,Sao_Impulsivos,Consumo_CL6,Consumo_CL6_CL5,uso_ilegal_drugs,uso_legal_drugs
1637,45-54,F,Professional certificate/ diploma,UK,White,1000.0,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,CL4,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,False,True
1638,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,CL5,CL6,CL0,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,CL5,CL0,CL5,True,True,True,True,True,True,True
1639,45-54,F,Left school at 16 years,UK,White,1000.0,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1640,45-54,F,Professional certificate/ diploma,UK,White,1000.0,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,False,True
1641,35-44,F,Professional certificate/ diploma,UK,White,1000.0,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
1642,45-54,F,Professional certificate/ diploma,UK,White,1000.0,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,True,True
1643,25-34,F,Masters degree,UK,White,1000.0,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1644,45-54,F,Professional certificate/ diploma,UK,White,1000.0,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,CL3,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1645,25-34,F,Masters degree,UK,White,1000.0,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1646,45-54,M,Left school at 16 years,UK,White,1000.0,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,CL5,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1647,35-44,M,Professional certificate/ diploma,UK,White,1000.0,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1648,35-44,M,Professional certificate/ diploma,UK,White,1000.0,0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0,True,True,True,True,True,True,True
1649,25-34,F,Masters degree,UK,White,1000.0,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1650,25-34,F,University degree,UK,White,1000.0,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,False,True,True,False,True
1651,25-34,F,University degree,UK,White,1000.0,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0,True,True,True,False,True,True,True
1652,55-64,M,"Some college or university, no certificate or degree",USA,White,1000.0,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,CL4,CL1,CL1,CL1,CL6,CL2,CL4,CL1,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1,True,True,False,True,True,False,True
1653,18-24,M,University degree,USA,White,1000.0,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,CL5,CL0,CL0,CL4,CL5,CL6,CL5,CL3,CL0,CL0,CL6,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL3,True,True,True,True,True,True,True
1654,25-34,F,Doctorate degree,UK,White,1000.0,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1655,55-64,M,Left school at 16 years,UK,White,1000.0,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,False,True,False,True
1656,35-44,F,University degree,UK,White,1000.0,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1657,18-24,F,University degree,UK,White,1000.0,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1658,25-34,M,"Some college or university, no certificate or degree",Canada,White,1000.0,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0,True,True,False,False,True,True,True
1659,18-24,M,Professional certificate/ diploma,UK,White,1000.0,-0.14882,0.80523,2.44904,0.43852,-0.00665,1.29221,1.2247,CL4,CL2,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL3,CL0,CL6,CL3,CL3,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
1660,45-54,F,University degree,UK,White,1000.0,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1661,35-44,F,Professional certificate/ diploma,UK,White,1000.0,1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0,True,True,True,True,True,True,True
1662,18-24,F,Left school before 16 years,UK,White,1000.0,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,CL2,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,True,True
1663,25-34,M,Professional certificate/ diploma,Other,White,1000.0,-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,CL5,CL2,CL2,CL3,CL6,CL6,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
1664,25-34,F,"Some college or university, no certificate or degree",UK,White,1000.0,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0,True,True,True,True,True,True,True
1665,25-34,F,Doctorate degree,UK,White,1000.0,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,True,True
1666,25-34,F,University degree,UK,White,1000.0,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
1667,18-24,M,"Some college or university, no certificate or degree",UK,White,1000.0,0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,CL4,CL3,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL2,True,True,True,True,True,True,True
1668,25-34,F,Doctorate degree,Australia,White,1000.0,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1669,35-44,M,Professional certificate/ diploma,UK,White,1000.0,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0,True,True,True,True,True,False,True
1670,35-44,F,University degree,Australia,White,1000.0,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
1671,45-54,M,University degree,UK,White,1000.0,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,True,True,False,True,True,False,True
1672,55-64,M,University degree,UK,White,1000.0,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1673,25-34,F,University degree,UK,White,1000.0,-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,CL3,CL0,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL0,True,True,False,True,True,False,True
1674,25-34,M,Professional certificate/ diploma,Republic of Ireland,White,1000.0,-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL0,CL2,CL4,CL0,CL0,True,True,False,True,True,True,True
1675,45-54,M,Professional certificate/ diploma,UK,White,1000.0,-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,CL5,CL0,CL0,CL2,CL2,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,False,True,False,True
1676,35-44,M,Professional certificate/ diploma,UK,White,1000.0,-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,CL5,CL0,CL1,CL4,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,True,True
1677,25-34,F,University degree,UK,White,1000.0,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,CL3,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,True,True,False,True,True,True,True
1678,18-24,F,"Some college or university, no certificate or degree",USA,White,1000.0,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,CL5,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL6,CL0,CL0,CL2,CL4,CL0,CL3,CL6,CL0,CL0,True,True,True,True,True,True,True
1679,45-54,F,Professional certificate/ diploma,UK,White,1000.0,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1680,18-24,F,University degree,UK,White,1000.0,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
1681,18-24,F,University degree,UK,White,1000.0,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,False,True,True,False,True
1682,45-54,F,"Some college or university, no certificate or degree",UK,White,1000.0,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1683,45-54,M,Professional certificate/ diploma,UK,White,1000.0,-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,CL5,CL2,CL2,CL1,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL2,CL0,CL0,True,True,False,True,True,True,True
1684,18-24,M,"Some college or university, no certificate or degree",USA,Black,1000.0,0.13606,-1.6334,-0.01928,0.43852,-1.5184,-0.21712,-0.21575,CL4,CL2,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL3,CL2,CL3,CL0,CL2,CL6,CL0,CL0,True,True,False,True,True,True,True
1685,25-34,M,University degree,USA,White,1000.0,0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,CL5,CL2,CL3,CL5,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL2,CL3,CL3,CL0,CL0,True,True,False,True,True,True,True
1686,18-24,F,"Some college or university, no certificate or degree",USA,Black,1000.0,1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148,CL4,CL5,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL4,CL4,CL0,CL0,True,True,False,True,True,True,True
1687,35-44,F,Professional certificate/ diploma,UK,White,1000.0,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1688,25-34,F,Professional certificate/ diploma,Canada,White,1000.0,1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858,CL6,CL2,CL0,CL5,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL5,CL0,CL0,CL0,CL0,True,True,False,True,True,True,True
1689,25-34,F,Masters degree,USA,White,1000.0,0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL3,CL0,CL0,CL0,True,True,True,True,True,True,True
1690,35-44,M,"Some college or university, no certificate or degree",USA,White,1000.0,1.02119,-1.50796,-0.84732,-1.47955,-0.00665,-1.37983,-0.52593,CL6,CL1,CL1,CL2,CL6,CL3,CL4,CL1,CL1,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL3,CL0,CL1,True,True,False,True,True,True,True
1691,25-34,M,"Some college or university, no certificate or degree",Other,White,1000.0,1.98437,-1.7625,0.14143,1.45039,-0.89891,0.19268,-0.52593,CL3,CL0,CL0,CL0,CL6,CL3,CL3,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL3,True,True,True,True,True,True,True
1692,25-34,F,Doctorate degree,UK,White,1000.0,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,False,True,False,True
1693,25-34,F,University degree,UK,White,1000.0,0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,CL5,CL0,CL1,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1694,25-34,F,University degree,UK,White,1000.0,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1695,45-54,M,Masters degree,UK,White,1000.0,-0.92104,-0.30033,-0.01928,-0.30172,-0.40581,1.29221,-0.21575,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,True,True
1696,35-44,M,Professional certificate/ diploma,UK,White,1000.0,-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,True,True,True,True,True,False,True
1697,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,0.13606,-1.7625,-0.45174,0.28783,-0.40581,-0.71126,-0.52593,CL3,CL0,CL0,CL5,CL5,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,True,True,False,True,True,True,True
1698,55-64,M,Doctorate degree,UK,White,1000.0,-1.1943,0.00332,0.7233,-1.21213,1.13407,-0.21712,0.07987,CL6,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,False,True,True,False,True
1699,45-54,F,University degree,UK,White,1000.0,0.62967,-0.57545,0.7233,-0.15487,0.41594,0.52975,-0.84637,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,True,True,True,False,True
1700,25-34,F,Masters degree,USA,White,1000.0,-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987,CL6,CL3,CL0,CL3,CL6,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL4,CL0,CL4,CL0,CL2,True,True,False,True,True,True,True
1701,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,1.37297,-0.94779,2.15324,-1.772,-1.92173,1.86203,0.40148,CL4,CL3,CL0,CL4,CL6,CL4,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL4,CL0,CL0,True,True,True,True,True,True,True
1702,35-44,F,University degree,USA,White,1000.0,1.98437,-0.80615,2.15324,0.76096,-0.00665,1.29221,1.92173,CL6,CL0,CL0,CL3,CL5,CL6,CL4,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL2,CL0,True,True,True,True,True,True,True
1703,25-34,F,Professional certificate/ diploma,UK,White,1000.0,-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1704,18-24,M,"Some college or university, no certificate or degree",USA,White,1000.0,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,-0.21712,-0.52593,CL6,CL2,CL2,CL2,CL5,CL2,CL6,CL2,CL0,CL2,CL3,CL0,CL3,CL5,CL0,CL2,CL4,CL0,CL2,True,True,False,True,True,True,True
1705,18-24,M,Left school at 18 years,Canada,White,1000.0,0.41667,0.16767,-0.01928,-0.91699,-0.89891,0.52975,0.07987,CL5,CL5,CL0,CL3,CL3,CL6,CL4,CL3,CL3,CL3,CL0,CL0,CL5,CL3,CL3,CL4,CL6,CL0,CL3,True,True,True,True,True,True,True
1706,55-64,M,"Some college or university, no certificate or degree",UK,White,1000.0,0.62967,-1.7625,-1.11902,-0.76096,-1.78169,0.52975,0.07987,CL4,CL2,CL1,CL1,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL2,CL2,CL2,CL2,CL6,CL0,CL1,True,True,True,True,True,True,True
1707,18-24,M,University degree,UK,White,1000.0,-0.92104,0.32197,-1.42424,-0.60633,1.81175,-0.21712,0.07987,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,False,True,False,True
1708,18-24,F,Professional certificate/ diploma,UK,White,1000.0,-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637,CL5,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,True,True,True,True,True,False,True
1709,35-44,F,University degree,UK,White,1000.0,-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,True,True,True,False,True
1710,45-54,F,University degree,UK,White,1000.0,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1711,35-44,F,Left school at 18 years,UK,White,1000.0,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1712,25-34,F,University degree,UK,White,1000.0,0.04257,1.74091,0.58331,0.13136,-0.14277,1.29221,1.2247,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0,True,True,True,True,True,False,True
1713,35-44,F,Masters degree,UK,White,1000.0,-0.79151,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL1,CL2,CL1,CL1,CL2,CL1,CL1,CL1,CL6,CL0,CL1,True,True,False,True,True,False,True
1714,35-44,F,Doctorate degree,UK,Other,1000.0,-2.3436,1.74091,-0.01928,0.59042,2.63199,0.88113,-0.21575,CL4,CL1,CL0,CL0,CL6,CL4,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL4,CL0,CL0,True,True,True,True,True,True,True
1715,45-54,F,Left school at 16 years,UK,White,1000.0,-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1716,45-54,M,Professional certificate/ diploma,UK,White,1000.0,1.23461,0.47617,0.58331,-0.76096,0.93949,-0.71126,-0.21575,CL1,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1717,45-54,M,Masters degree,UK,White,1000.0,-0.14882,0.80523,-0.58331,-0.76096,-0.89891,-0.21712,-0.52593,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1718,35-44,F,Masters degree,UK,Other,1000.0,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,False,True,True,False,True
1719,45-54,M,Professional certificate/ diploma,UK,White,1000.0,-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,True,True,False,True,True,False,True
1720,25-34,F,University degree,UK,White,1000.0,0.04257,-0.43999,-0.01928,0.94156,-1.38502,-0.71126,0.07987,CL5,CL0,CL1,CL0,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1721,25-34,F,University degree,UK,White,1000.0,0.41667,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,False,True,True,False,True
1722,25-34,F,Left school at 18 years,UK,White,1000.0,-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,True,True,True,True,True,False,True
1723,45-54,M,University degree,UK,White,1000.0,-0.05188,1.11406,0.7233,0.94156,1.81175,1.29221,0.7654,CL6,CL2,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,True,True,True,True,True,False,True
